シート種別,事業年度,予算事業ID,事業名,府省庁の建制順,政策所管府省庁,府省庁,局・庁,部,課,室,班,係,番号（補助率等）,補助対象,補助率,補助上限等,補助率URL
レビューシート,2024,3398,韓国・中国等外国漁船操業対策事業,21,農林水産省,水産庁,,資源管理部,管理調整課,,,,1,,'定額,,
レビューシート,2024,3399,漁業構造改革総合対策事業,21,農林水産省,水産庁,,増殖推進部,研究指導課,,,,1,,'実証事業を行うために必要な運転経費の助成及び用船料等相当額の1/3、1/2、2/3、1/5以内を補助、マーケットイン型養殖業の実証事業を行うために必要な資材・機材の導入費等の1/2を補助,,
レビューシート,2024,3400,漁業労働安全確保・革新的技術導入支援事業のうち水産業革新的技術導入・安全対策推進事業,21,農林水産省,水産庁,,増殖推進部,研究指導課,,,,1,,'定額、１／２,,
レビューシート,2024,3401,漁業経営セーフティーネット構築事業,21,農林水産省,水産庁,,漁政部,企画課,,,,1,漁業者・養殖業者,'定額,,https://www.jfa.maff.go.jp/j/kikaku/net/index.html
レビューシート,2024,3402,漁業収入安定対策事業,21,農林水産省,水産庁,,漁政部,漁業保険管理官,,,,1,漁業者等,'定額,,
レビューシート,2024,3403,経営体育成総合支援事業,21,農林水産省,水産庁,,漁政部,企画課,,,,1,,'定額,,
レビューシート,2024,3404,沖縄漁業基金事業,21,農林水産省,水産庁,,資源管理部,管理調整課,,,,1,,'定額,,
レビューシート,2024,3405,漁業労働安全確保・革新的技術導入支援事業のうち漁船安全対策推進事業,21,農林水産省,水産庁,,漁政部,企画課,,,,1,,'定額,,
レビューシート,2024,3406,水産業競争力強化緊急事業,21,農林水産省,水産庁,,増殖推進部,研究指導課,,,,1,,'定額、2/1等,,
レビューシート,2024,3407,漁協経営基盤強化対策支援事業,21,農林水産省,水産庁,,漁政部,水産経営課,指導室,,,1,,'定額、2/3、1/2、2/5,,
レビューシート,2024,3408,水産業成長産業化沿岸地域創出事業,21,農林水産省,水産庁,,増殖推進部,研究指導課,,,,1,ー,'①、②、④…定額③…1/2,ー,
レビューシート,2024,3409,漁業担い手確保緊急支援事業,21,農林水産省,水産庁,,漁政部,企画課,,,,1,,'定額、1/2,,
レビューシート,2024,3410,漁獲情報等デジタル化推進事業のうち漁獲情報デジタル化推進事業,21,農林水産省,水産庁,,増殖推進部,研究指導課,,,,1,,'定額,,
レビューシート,2024,3412,漁船損害等補償制度関係事業,21,農林水産省,水産庁,,漁政部,漁業保険管理官,,,,1,漁業者等,'定率,,
レビューシート,2024,3413,漁業災害補償制度関係事業,21,農林水産省,水産庁,,漁政部,漁業保険管理官,,,,1,漁業者等,'定率・定額,,
レビューシート,2024,3414,漁港海岸事業,21,農林水産省,水産庁,,漁港漁場整備部,防災漁村課,,,,1,海岸管理者,"'直轄　海岸事業調査　国費率1/1補助　海岸保全施設整備事業　国費率2/3,1/2",,
レビューシート,2024,3415,水産基盤整備事業（補助）,21,農林水産省,水産庁,,漁港漁場整備部,計画・海業政策課,,,,1,,'1/2等,,
レビューシート,2024,3416,水産基盤整備事業（直轄）,21,農林水産省,水産庁,,漁港漁場整備部,計画・海業政策課,,,,,,,,
レビューシート,2024,3417,浜の活力再生・成長促進交付金,21,農林水産省,水産庁,,漁港漁場整備部,防災漁村課,,,,1,民間団体、都道府県,'交付率：定額、定額（１／３、４／１０、１／２等）,,https://www.jfa.maff.go.jp/j/bousai/koufukin/index.html
レビューシート,2024,3418,離島漁業再生支援等交付金,21,農林水産省,水産庁,,漁港漁場整備部,防災漁村課,,,,1,,,,https://www.jfa.maff.go.jp/j/bousai/gyoson/ritoukoufukin/index.html
レビューシート,2024,3419,水産物流通調査事業,21,農林水産省,水産庁,,漁政部,加工流通課,,,,,,,,
レビューシート,2024,3420,水産多面的機能発揮対策,21,農林水産省,水産庁,,漁港漁場整備部,防災漁村課,,,,1,都道府県知事及び水産庁長官が別に定める地域協議会,'定額・１／２以内,,
レビューシート,2024,3421,水産基盤整備事業（TPP対策）,21,農林水産省,水産庁,,漁港漁場整備部,計画・海業政策課,,,,1,,'補助率1/2等,,
レビューシート,2024,3425,水産物輸出拡大連携推進事業,21,農林水産省,水産庁,,漁政部,加工流通課,,,,1,,'定額、1/2以内,,
レビューシート,2024,3426,水産バリューチェーン事業,21,農林水産省,水産庁,,漁政部,加工流通課,,,,1,,'定額、2/3、1/2,,
レビューシート,2024,3427,農林漁業センサス,21,農林水産省,農林水産省,大臣官房,統計部,経営・構造統計課,センサス統計室,,,,,,,
レビューシート,2024,3428,農林水産統計調査（農林漁業センサス以外）の実施等,21,農林水産省,農林水産省,大臣官房,統計部,統計企画管理官,,,,,,,,
レビューシート,2024,3432,農林水産本省施設費,21,農林水産省,農林水産省,大臣官房,,予算課,,,,,,,,
レビューシート,2024,3433,農林水産業共同利用施設災害復旧事業,21,農林水産省,農林水産省,大臣官房,,地方課,災害総合対策室,,,1,対象となる施設の所有者：農業協同組合、森林組合、水産業協同組合、地方公共団体等対象となる施設：農林水産物倉庫、農林水産物処理加工施設、共同作業場等の共同利用施設,'一般災害2/10、激甚災害3/10～9/10,,
レビューシート,2024,3434,地方農政局等施設費,21,農林水産省,農林水産省,大臣官房,,地方課,,,,,,,,
レビューシート,2024,3435,農林水産顕彰等普及費補助金,21,農林水産省,農林水産省,大臣官房,,文書課,,,,1,公益財団法人　日本農林漁業振興会,'定額,,
レビューシート,2024,3436,食料・農業・農村基本政策企画調査費,21,農林水産省,農林水産省,大臣官房,,政策課,,,,,,,,
レビューシート,2024,3437,農林水産施策デジタル広報推進費,21,農林水産省,農林水産省,大臣官房,,広報評価課,,,,,,,,
レビューシート,2024,3439,農林水産本省検査指導所施設費,21,農林水産省,農林水産省,消費・安全局,,総務課,,,,,,,,
レビューシート,2024,3440,農業施設災害復旧等事業,21,農林水産省,農林水産省,農村振興局,整備部,防災課,災害対策室,,,1,,'国費負担率（基本）　直轄事業：65/100　補助事業：65/100（農業用施設）、50/100（農地）,,
レビューシート,2024,3441,農林水産技術会議施設整備,21,農林水産省,農林水産省,農林水産技術会議事務局,,研究調整課,,,,,,,,
レビューシート,2024,3442,山林施設災害復旧等事業,21,農林水産省,林野庁,,森林整備部,治山課,,,,1,,"'直轄事業（国有林野内10/10、民有林内2/3）、補助事業（1/2,5.5/10,6.5/10,2/3）",,https://www.rinya.maff.go.jp/j/saigai/saigai/190326_5.html
レビューシート,2024,3443,林野庁情報誌「林野」に必要な経費,21,農林水産省,林野庁,,林政部,林政課,,,,,,,,
レビューシート,2024,3444,水産庁施設費,21,農林水産省,水産庁,,漁政部,漁政課,,,,,,,,
レビューシート,2024,3445,漁港関係災害復旧等事業,21,農林水産省,水産庁,,漁港漁場整備部,防災漁村課,,,,1,,'災害復旧事業基本率：4/5・2/3・6.5/10災害関連事業補助率：2/3・6/10・5.5/10・5/10・1/2後進地域特例法適用団体補助率差額：定率,,https://www.jfa.maff.go.jp/j/gyoko_gyozyo/g_zigyo/saigai/
レビューシート,2024,3446,水産業スマート化推進事業のうち水産流通適正化制度における電子化推進対策,21,農林水産省,水産庁,,漁政部,加工流通課,,,,1,漁協等,'定額、1/2以内,,https://www.jfa.maff.go.jp/j/kakou/kyogikaisienjigyou.html
レビューシート,2024,3447,環境保全型農業直接支払交付金,21,農林水産省,農林水産省,農産局,農産政策部,農業環境対策課,,,,1,,'定額,,
レビューシート,2024,3448,農地土壌炭素貯留等基礎調査事業,21,農林水産省,農林水産省,農産局,農産政策部,農業環境対策課,,,,,,,,
レビューシート,2024,3452,国際園芸博覧会政府出展委託事業,21,農林水産省,農林水産省,農産局,,園芸作物課,花き産業・施設園芸振興室,,,,,,,
レビューシート,2024,3453,グローバル産地づくり推進事業,21,農林水産省,農林水産省,輸出・国際局,,輸出支援課,,,,1,都道府県、市町村、農林漁業者、食品等製造事業者、食品等流通事業者、輸出事業者、農林漁業者の組織する団体、商工業者の組織する団体、金融機関等により構成された協議会,'定額、1/2,,
レビューシート,2024,3454,農産物等輸出拡大施設整備事業,21,農林水産省,農林水産省,農産局,,総務課,生産推進室,,,1,,'１/２以内等,,
レビューシート,2024,3460,ニッポンフードシフト総合推進事業,21,農林水産省,農林水産省,大臣官房,,政策課,食料安全保障室,,,,,,,
レビューシート,2024,3462,地域食品産業連携プロジェクト推進事業,21,農林水産省,農林水産省,大臣官房,新事業・食品産業部,新事業・食品産業政策課,,,,1,,'①都道府県の実施する研修会の開催・戦略の検討・実行のため、コーディネーターを派遣、事業者間マッチング等の実施に対し委託支援。【委託】②補助事業者が実施するプラットフォームの形成、研修会・戦略会議事業の開催及び試作品製造・販路開拓等実施事業者への支援に対して当該経費を補助【補助率：定額】,,
レビューシート,2024,3464,農業支援サービス事業育成対策,21,農林水産省,農林水産省,農産局,農産政策部,技術普及課,,,,1,民間事業者等,'定額,"1,500万円",
レビューシート,2024,3465,公共牧場機能強化等体制整備事業,21,農林水産省,農林水産省,畜産局,,飼料課,,,,1,強化計画の策定等に係る経費,'定額,,
レビューシート,2024,3465,公共牧場機能強化等体制整備事業,21,農林水産省,農林水産省,畜産局,,飼料課,,,,2,施設・機械等の導入に係る経費,'1/2以内,飼料調製貯蔵用施設10～50千円/㎡（バンカーサイロ７㎥）、家畜飼養管理施設29～45千円/㎡、家畜ふん尿処理施設：25～30千円/㎥（堆肥舎45㎡）,
レビューシート,2024,3465,公共牧場機能強化等体制整備事業,21,農林水産省,農林水産省,畜産局,,飼料課,,,,3,繁殖雌牛等の導入に係る経費,'1/2以内,繁殖雌牛（妊娠牛）27.5万円/頭、繁殖雌牛17.5万円/頭,
レビューシート,2024,3465,公共牧場機能強化等体制整備事業,21,農林水産省,農林水産省,畜産局,,飼料課,,,,4,草地の整備,'1/2以内,1.5万円/10a,
レビューシート,2024,3465,公共牧場機能強化等体制整備事業,21,農林水産省,農林水産省,畜産局,,飼料課,,,,5,飼料生産組織等との連携に係る検討会の開催等に係る経費,'定額,,
レビューシート,2024,3467,畜産生産力・生産体制強化対策事業のうち和牛の信頼確保対策,21,農林水産省,農林水産省,畜産局,,畜産振興課,畜産技術室,,,1,,'事業実施主体が実施する、遺伝子型の検査による和牛の親子判定のモニタリング調査の実施について補助【補助率：定額】,,
レビューシート,2024,3468,米需要創造推進事業,21,農林水産省,農林水産省,農産局,,穀物課,米麦流通加工対策室,,,1,民間団体等,'定額,,
レビューシート,2024,3469,農村整備事業,21,農林水産省,農林水産省,農村振興局,整備部,地域整備課,,,,1,改良、再編、保全対策等,'１／２等,,
レビューシート,2024,3469,農村整備事業,21,農林水産省,農林水産省,農村振興局,整備部,地域整備課,,,,2,点検・診断、計画策定,'定額等,,
レビューシート,2024,3470,エビデンスを創出するための調査委託費,21,農林水産省,農林水産省,大臣官房,,広報評価課,,,,,,,,
レビューシート,2024,3476,新規就農者育成総合対策のうち経営発展への支援・資金面の支援,21,農林水産省,農林水産省,経営局,,就農・女性課,,,,1,１．経営発展支援事業：全国農業委員会ネットワーク機構、都道府県、市町村、認定新規就農者２．就農準備資金・経営開始資金：全国農業委員会ネットワーク機構、都道府県、農業経営・就農支援センター又は市町村、認定新規就農者等３．雇用就農資金：全国農業委員会ネットワーク機構、農業法人等４．新規就農者確保緊急対策【令和4年度補正】：全国農業委員会ネットワーク機構、都道府県、農業経営・就農支援センター又は市町村、研修生５．新規就農者確保緊急円滑化対策【令和５年度補正】　①初期投資促進事業：全国農業委員会ネットワーク機構、都道府県、市町村、認定新規就農者　②就農準備・経営開始支援事業：全国農業委員会ネットワーク機構、都道府県、農業経営・就農支援センター又は市町村、認定新規就農者等６．新規就農者確保緊急円滑化対策【令和６年度補正】　①世代交代・初期投資促進事業：全国農業委員会ネットワーク機構、都道府県、市町村、認定新規就農者等　②就農準備・経営開始支援事業：全国農業委員会ネットワーク機構、都道府県、農業経営・就農支援センター又は市町村、認定新規就農者等７．雇用就農緊急対策【令和６年度補正】　雇用就農緊急支援資金：全国農業委員会ネットワーク機構、農業法人等,'１、５①．経営発展への支援：定額（都道府県支援分の2倍を国が支援、国の補助上限1/2）６①．世代交代円滑化への支援：定額（国の補助上限1/3、都道府県または市町村は1/3(任意)）２～６．資金面の支援：定額,"１．経営発展支援事業：補助対象事業費上限1,000万円（経営開始資金の交付対象者は上限500万円）２．就農準備資金・経営開始資金：150万円/年３．雇用就農資金：60万円/年（雇用就農者育成・独立支援タイプ）、120万円/年（新法人設立支援タイプ）、10万円/月（次世代経営者育成タイプ）４．新規就農者確保緊急対策【令和4年度補正】：150万円/年５．新規就農者確保緊急円滑化対策【令和５年度補正】　①初期投資促進事業：補助対象事業費上限1,000万円（経営開始資金の交付対象者は上限500万円）　②就農準備・経営開始支援事業：150万円/年６．新規就農者確保緊急円滑化対策【令和６年度補正】　①世代交代・初期投資促進事業：補助対象上限1,800万円（世代交代円滑化タイプ）、1,000万円（初期投資促進タイプ、経営開始資金の交付対象者は上限500万円）　②就農準備・経営開始支援事業：150万円/年７．雇用就農緊急対策【令和６年度補正】　雇用就農緊急支援資金：60万円/年（雇用就農者育成・独立支援タイプ）、120万円/年（新法人設立支援タイプ）、10万円/月（次世代経営者育成タイプ）",https://www.maff.go.jp/j/keiei/sien/R5ni_shien/attach/pdf/index-10.pdf
レビューシート,2024,3477,輸出ターゲット国における輸出支援体制の確立強化事業,21,農林水産省,農林水産省,輸出・国際局,,国際地域課,,海外連携グループ（グループ長）,,,,,,
レビューシート,2024,3480,途上国における持続可能な原材料生産支援事業,21,農林水産省,農林水産省,大臣官房,新事業・食品産業部,食品製造課,,,,,,,,
レビューシート,2024,3486,横浜国際園芸博覧会事業,21,農林水産省,農林水産省,農産局,,園芸作物課,花き産業・施設園芸振興室,,,1,,'１／３（国交省と農水省で負担）,,
レビューシート,2024,3487,集落営農活性化プロジェクト促進事業,21,農林水産省,農林水産省,経営局,,経営政策課,,,,1,集落営農組織、集落営農組織が主たる構成員となった連携組織,'①集落ビジョンづくりへの支援事業【定額】、②具体的な取組の実行への支援事業【定額、１/2】、③都道府県・市町村等によるサポート活動事業【定額】,"1,000万円",https://www.maff.go.jp/j/kobetu_ninaite/n_seido/attach/pdf/syuurakueinou-10.pdf
レビューシート,2024,3490,農業機械の安全性能アセスメント,21,農林水産省,農林水産省,農産局,農産政策部,技術普及課,,,,1,民間団体等,'定額,ー,
レビューシート,2024,3493,稲作農業の体質強化総合対策事業,21,農林水産省,農林水産省,農産局,,穀物課,,,,1,,'１．米の超低コスト生産支援：定額（上限840万円/コンソーシアム）２．米の付加価値向上・流通合理化支援：定額,,
レビューシート,2024,3496,みどりの食料システム戦略実現技術開発・実証事業のうち農林水産研究の推進,21,農林水産省,農林水産省,農林水産技術会議事務局,,研究企画課,,,,,,,,
レビューシート,2024,3497,みどりの食料システム基盤農業技術のアジアモンスーン地域応用促進事業,21,農林水産省,農林水産省,農林水産技術会議事務局,,国際研究官,,,,1,独立行政法人,'定額,,
レビューシート,2024,3498,みどりの食料システム戦略実現技術開発・実証事業のうちスマート農業の総合推進対策,21,農林水産省,農林水産省,農林水産技術会議事務局,,研究推進課,,,,1,民間団体等,'委託,"38,000千円",https://www.maff.go.jp/j/keiei/zinzai/attach/pdf/220413-9.pdf
レビューシート,2024,3498,みどりの食料システム戦略実現技術開発・実証事業のうちスマート農業の総合推進対策,21,農林水産省,農林水産省,農林水産技術会議事務局,,研究推進課,,,,2,民間団体等,'定額補助,"111,335千円",https://www.maff.go.jp/j/supply/hozyo/nousan/attach/pdf/240308_150-1-5.pdf
レビューシート,2024,3498,みどりの食料システム戦略実現技術開発・実証事業のうちスマート農業の総合推進対策,21,農林水産省,農林水産省,農林水産技術会議事務局,,研究推進課,,,,3,民間団体等,'定額補助,"150,000千円",https://www.maff.go.jp/j/supply/hozyo/gikai/attach/pdf/240209_051-2-3.pdf
レビューシート,2024,3498,みどりの食料システム戦略実現技術開発・実証事業のうちスマート農業の総合推進対策,21,農林水産省,農林水産省,農林水産技術会議事務局,,研究推進課,,,,4,民間団体等,'定額補助,"50,000千円",https://www.maff.go.jp/j/supply/hozyo/nousan/attach/pdf/240207_140-1-1.pdf
レビューシート,2024,3498,みどりの食料システム戦略実現技術開発・実証事業のうちスマート農業の総合推進対策,21,農林水産省,農林水産省,農林水産技術会議事務局,,研究推進課,,,,5,都道府県、民間団体等,'定額補助、１／２,,https://www.maff.go.jp/j/supply/hozyo/nousan/attach/pdf/230301_172-2-3.pdf
レビューシート,2024,3498,みどりの食料システム戦略実現技術開発・実証事業のうちスマート農業の総合推進対策,21,農林水産省,農林水産省,農林水産技術会議事務局,,研究推進課,,,,6,（国研）農業・食品産業技術総合研究機構、民間団体等,'定額補助,,https://www.naro.go.jp/project/research_activities/laboratory/naro/156289.html
レビューシート,2024,3499,みどりの食料システム戦略緊急対策事業,21,農林水産省,農林水産省,大臣官房,,環境バイオマス政策課,,,,1,対象事業者：都道府県、市町村、協議会、民間団体等,'定額、1/2以内、委託,,https://www.maff.go.jp/j/kanbo/kankyo/seisaku/midori/midori_kouhukin/R6hosei_midori_kouhukin.html
レビューシート,2024,3500,「新しい林業」に向けた林業経営育成対策,21,農林水産省,林野庁,,林政部,経営課,林業労働・経営対策室,,,1,民間団体等,'定額,,
レビューシート,2024,3501,カーボンニュートラル実現に向けた国民運動展開対策,21,農林水産省,林野庁,,森林整備部,森林利用課,,,,1,民間団体,'定額,,
レビューシート,2024,3502,サステナビリティ開示及び保証の諸制度の調査等・人的資本に関する国際的な開示ルールの策定の推進,10,金融庁,金融庁,企画市場局,,企業開示課,,,,,,,,
レビューシート,2024,3503,中堅・中小企業輸出ビジネスモデル実証事業,22,経済産業省,経済産業省,通商政策局,,貿易振興課,,,,1,輸出関連事業者,'1/2又は1/3,"4,000万円",
レビューシート,2024,3504,経済産業省特定事業等促進円滑化業務事業,22,経済産業省,経済産業省,経済産業政策局,,産業資金課,,,,1,,'補助率10/10,,
レビューシート,2024,3505,グローバルな関係強化やビジネス環境整備等に資する国際協力事業（うち北東アジア経済交流等事業）,22,経済産業省,経済産業省,通商政策局,,北東アジア課,,,,1,公益財団法人日本台湾交流協会,'定額,,
レビューシート,2024,3505,グローバルな関係強化やビジネス環境整備等に資する国際協力事業（うち北東アジア経済交流等事業）,22,経済産業省,経済産業省,通商政策局,,北東アジア課,,,,2,民間企業等,'定額,,
レビューシート,2024,3509,技術開発調査等の推進,22,経済産業省,経済産業省,イノベーション・環境局,,総務課,,,,,,,,
レビューシート,2024,3510,IoT社会実現に向けた次世代人工知能・センシング等中核技術開発,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,情報処理基盤産業室,,,1,（３）革新的センシング技術開発,'当該経費の一部を補助【補助率：1/2または2/3】,,
レビューシート,2024,3512,スタートアップ支援事業（うちディープテック・スタートアップの起業・経営人材確保等支援事業）,22,経済産業省,経済産業省,イノベーション・環境局,,経済産業省イノベーション・環境局イノベーション創出新事業推進課,,,,1,研究開発費等,'①人材発掘・起業家育成：起業家候補人材等を対象として、定額補助②大学発スタートアップ等における経営人材確保支援事業として、委託,①人材発掘・起業家育成：上限最大3000万円②大学発スタートアップ等における経営人材確保支援：（委託費として）上限最大8000万円,
レビューシート,2024,3513,イノベーション創出のためのフロンティア育成・基盤構築事業（うち先導研究・懸賞金型事業）,22,経済産業省,経済産業省,イノベーション・環境局,,経済産業省イノベーション・環境局イノベーション政策課,フロンティア推進室,,,,,,,
レビューシート,2024,3514,イノベーション創出のためのフロンティア育成・基盤構築事業（うちムーンショット型研究開発事業）,22,経済産業省,経済産業省,イノベーション・環境局ＧＸグループ,,脱炭素成長型経済構造移行投資促進課,エネルギー・環境イノベーション戦略室,,,1,,'定額（基金積増）,,
レビューシート,2024,3516,イノベーション創出のためのフロンティア育成・基盤構築事業（うち官民による若手研究者発掘支援事業）,22,経済産業省,経済産業省,イノベーション・環境局,,大学連携推進室,,,,1,,'定額補助（10/10）,,
レビューシート,2024,3517,イノベーション創出のためのフロンティア育成・基盤構築事業（うち産学融合拠点創出事業）,22,経済産業省,経済産業省,イノベーション・環境局,,大学連携推進室,,,,1,,'間接補助事業者（民間団体等）への補助金の交付事務等を行う事業執行団体に対し、事業費および業務管理費を補助【補助率：定額】間接補助事業者が実施する事業について、事業費および委託費を補助【補助率：定額、１／２】,,
レビューシート,2024,3518,積層造形部品開発の効率化のための基盤技術開発事業,22,経済産業省,経済産業省,製造産業局,,素形材産業室,,,,,,,,
レビューシート,2024,3519,革新的ロボット研究開発等基盤構築事業,22,経済産業省,経済産業省,製造産業局,,ロボット政策室,,,,1,,'2/3、1/2,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,1,,'委託、2/3補助、1/2補助または1/3補助,,
レビューシート,2024,3525,廃炉・汚染水・処理水対策事業,22,経済産業省,経済産業省,資源エネルギー庁,電力・ガス事業部,原子力発電所事故収束対応室,,,,1,民間企業等,'（１）国→基金設置法人　定額(１０／１０)、　基金設置法人→民間事業者等　定額（１０／１０）・１／２以下（２）、（３）　額(１０／１０),（１）40億円　（２）、（３）予算額の範囲,
レビューシート,2024,3527,国際標準化機構拠出金事業,22,経済産業省,経済産業省,イノベーション・環境局,,国際標準課,,,,,,,,
レビューシート,2024,3528,国際度量衡中央事務局分担金,22,経済産業省,経済産業省,イノベーション・環境局,,計量行政室,,,,,,,,
レビューシート,2024,3529,国際標準化機構分担金事業,22,経済産業省,経済産業省,イノベーション・環境局,,国際標準課,,,,,,,,
レビューシート,2024,3530,宇宙産業技術情報基盤整備研究開発事業（SERVISプロジェクト）,22,経済産業省,経済産業省,製造産業局,,宇宙産業課,,,,,,,,
レビューシート,2024,3531,計量制度国際機構分担金,22,経済産業省,経済産業省,イノベーション・環境局,,計量行政室,,,,,,,,
レビューシート,2024,3533,経済産業統計の整備,22,経済産業省,経済産業省,大臣官房調査統計G,,総合調整室,,,,,,,,
レビューシート,2024,3534,生体機能国際協力基礎研究事業,22,経済産業省,経済産業省,イノベーション・環境局,,国際室,,,,1,,'定額補助,,
レビューシート,2024,3535,衛星データ利用基盤強化事業,22,経済産業省,経済産業省,製造産業局,,宇宙産業課,,,,,,,,
レビューシート,2024,3537,国立研究開発法人国立環境研究所　運営費交付金,24,環境省,環境省,大臣官房,,総合政策課,環境研究技術室,,,,,,,
レビューシート,2024,3540,医療機器等における先進的研究開発・開発体制強靱化事業,22,経済産業省,経済産業省,商務情報政策局商務・サービスG,,ヘルスケア産業課,医療・福祉機器産業室,,,1,,'・（補助）経済産業省→国立研究開発法人日本医療研究開発機構（定額）・（補助）国立研究開発法人日本医療研究開発機構→企業等（補助率2/3、1/3）・（委託）国立研究開発法人日本医療研究開発機構→大学・研究機関等,,
レビューシート,2024,3543,産業関係調査等事業（うちものづくり日本大賞関連実施事業）,22,経済産業省,経済産業省,製造産業局,,製造産業戦略企画室,,,,,,,,
レビューシート,2024,3545,国際電気標準会議分担金,22,経済産業省,経済産業省,イノベーション・環境局,,国際電気標準課,,,,,,,,
レビューシート,2024,3546,経済協力開発機構鉄鋼委員会分担金,22,経済産業省,経済産業省,製造産業局,,金属課,,,,,,,,
レビューシート,2024,3547,皮革産業振興対策調査等（委託費）,22,経済産業省,経済産業省,製造産業局,,生活製品課,,,,,,,,
レビューシート,2024,3548,伝統的工芸品支援事業,22,経済産業省,経済産業省,商務情報政策局商務・サービスG,,文化創造産業課,伝統的工芸品産業室,,,1,民間企業等,'定額、３／４、２／３、１／２,,
レビューシート,2024,3550,産業関係調査等事業（うち製造基盤技術実態調査等事業）,22,経済産業省,経済産業省,製造産業局,,総務課,,,,,,,,
レビューシート,2024,3555,産業関係調査等事業（うち我が国におけるデジタル社会の形成に向けた基盤整備のための調査事業）,22,経済産業省,経済産業省,商務情報政策局,,総務課,,,,,,,,
レビューシート,2024,3557,医工連携イノベーション推進事業,22,経済産業省,経済産業省,商務情報政策局商務・サービスG,,ヘルスケア産業課,医療・福祉機器産業室,,,1,（１）開発・事業化事業国から国立研究開発法人日本医療研究開発機構に対して定額補助を実施し、AMEDから公募によって採択された医療機器の開発を行う民間企業等（２）開発・事業化事業（ベンチャー育成）（３）医療機器開発支援ネットワーク事業（４）地域連携拠点自立化推進事業国から国立研究開発法人日本医療研究開発機構に対して定額補助を実施し、国立研究開発法人日本医療研究開発機構から公募によって採択された委託事業者,'（１）開発・事業化事業　2/3補助（２）開発・事業化事業（ベンチャー育成）（３）医療機器開発支援ネットワーク事業（４）地域連携拠点自立化推進事業　委託,（１）開発・事業化事業　補助対象経費最大1.5億円（２）開発・事業化事業（ベンチャー育成）（３）医療機器開発支援ネットワーク事業（４）地域連携拠点自立化推進事業　（２）最大0.40億円）（３）最大0.50億円（４）最大0.25億円）,https://www.amed.go.jp/program/list/12/01/007.html
レビューシート,2024,3561,世界的水資源問題を踏まえた我が国の対応方策検討調査経費,23,国土交通省,国土交通省,水管理・国土保全局,水資源部,水資源計画課,総合水資源管理戦略室,,,,,,,
レビューシート,2024,3563,経済産業省デジタルプラットフォーム構築事業,22,経済産業省,経済産業省,大臣官房,,デジタル・トランスフォーメーション室,,,,,,,,
レビューシート,2024,3566,規制改革推進のための国際連携事業,22,経済産業省,経済産業省,商務情報政策局,,国際室,,,,,,,,
レビューシート,2024,3567,デジタル取引環境整備事業,22,経済産業省,経済産業省,商務情報政策局,,情報経済課,デジタル取引環境整備室,,,,,,,
レビューシート,2024,3568,医療・健康推進事業（うち健康・医療分野におけるムーンショット型研究開発等事業）,22,経済産業省,経済産業省,商務情報政策局商務・サービスG,,ヘルスケア産業課,医療・福祉機器産業室,,,1,,'定額補助,,
レビューシート,2024,3573,流通・物流の効率化・付加価値創出に係る基盤構築事業,22,経済産業省,経済産業省,商務情報政策局商務・サービスG,,消費・流通政策課,,,,,,,,
レビューシート,2024,3574,学びと社会の連携促進事業,22,経済産業省,経済産業省,商務情報政策局商務・サービスG,,サービス政策課,教育産業室,,,,,,,
レビューシート,2024,3575,国際機関への拠出金・分担金事業（うち国際再生可能エネルギー機関拠出金）,22,経済産業省,経済産業省,資源エネルギー庁,長官官房,国際課,,,,,,,,
レビューシート,2024,3576,皮革産業振興対策事業,22,経済産業省,経済産業省,製造産業局,,生活製品課,,,,1,皮革・皮革製品関連の業界団体及び皮革・皮革製品関連の４社以上で構成される事業者 団体・ グループ、皮革関連産業集積地を抱える地方公共団体,'・製革業の環境保全対策事業について、当該経費の一部を補助【補助率：定額】・皮革関連団体、皮革関連グループ等が実施する皮革産業の国際化等推進事業、高付加価値化事業について、当該経費の一部を補助【補助率：２／３】（※補助上限額：原則１，２００万円）・皮革関連産業集積地を抱える地方公共団体が行う需要開拓事業等について、当該経費の一部を補助【補助率：１／２】,・皮革産業の国際化等推進事業（原則４００万円）・高付加価値化事業（原則１２００万円）,
レビューシート,2024,3578,医療・健康推進事業（うち予防・健康づくりの社会実装に向けた研究開発基盤整備事業）,22,経済産業省,経済産業省,商務情報政策局商務・サービスG,,ヘルスケア産業課,,,,1,国立研究開発法人日本医療研究開発機構が実施する本事業について、当該経費の補助を行うもの,'定額,,
レビューシート,2024,3579,コンテンツ海外展開促進事業,22,経済産業省,経済産業省,商務情報政策局商務・サービスG,,文化創造産業課,,,,,,,,
レビューシート,2024,3584,博覧会国際事務局（BIE）分担金,22,経済産業省,経済産業省,商務情報政策局商務・サービスG,,博覧会推進室,,,,,,,,
レビューシート,2024,3585,医療・健康推進事業（うち健康・医療研究開発データ統合利活用プラットフォーム事業）,22,経済産業省,経済産業省,商務情報政策局商務・サービスG,,ヘルスケア産業課,,,,1,国立研究開発法人日本医療研究開発機構が実施する健康・医療研究開発データ統合利活用プラットフォーム事業について、当該経費の補助を行うもの,'定額,,
